0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
0, 0, 5
1, 4, 5
1, 4, 5
1, 4, 5
1, 4, 5
1, 4, 5
1, 8, 5
2, 8, 5
2, 8, 5
2, 8, 5
2, 8, 5
2, 8, 5
2, 8, 5
3, 0, 8
3, 0, 8
3, 0, 8
3, 0, 8
3, 0, 8
3, 0, 8
4, 4, 8
4, 4, 8
4, 4, 8
4, 4, 8
4, 4, 8
4, 4, 8
5, 8, 8
5, 8, 8
5, 8, 8
5, 8, 8
5, 8, 8
5, 8, 8
6, 0, 2
6, 0, 2
6, 0, 2
6, 0, 2
6, 0, 2
6, 0, 2
7, 4, 2
7, 4, 2
7, 4, 2
7, 4, 2
7, 4, 2
7, 4, 2
8, 8, 2
8, 8, 2
8, 8, 2
8, 8, 2
8, 8, 2
8, 8, 2
9, 0, 3
9, 0, 3
9, 0, 3
9, 0, 3
9, 0, 3
9, 0, 3
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
11, 0, 3
11, 0, 3
11, 0, 3
11, 0, 3
11, 0, 3
11, 0, 3
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
10, 7, 7
13, 0, 3
13, 0, 3
13, 0, 3
13, 0, 3
13, 0, 3
13, 0, 3
14, 7, 7
14, 7, 7
14, 7, 7
14, 7, 7
14, 7, 7
14, 7, 7
