0,46,149
0,46,148
0,46,147
0,46,143
0,46,142
0,46,138
0,46,137
0,46,134
0,46,133
0,46,129
0,46,128
0,46,125
0,46,124
0,46,120
0,46,119
0,46,116
0,46,115
0,46,111
0,46,110
0,46,107
0,46,106
0,46,102
0,46,101
0,46,98
0,46,97
0,46,93
0,46,92
0,46,89
0,46,88
0,46,84
0,46,83
1,95,150
1,93,151
1,92,151
1,90,151
1,89,151
1,87,151
1,86,151
1,84,151
1,83,151
1,80,151
1,79,151
1,77,151
1,76,151
1,74,151
1,73,151
1,71,151
1,70,151
1,67,151
1,66,151
1,64,151
1,63,151
1,61,151
1,60,151
1,58,151
1,57,151
1,54,151
1,53,151
1,51,151
1,50,151
1,48,151
1,47,151
2,95,221
2,93,221
2,92,221
2,90,221
2,89,221
2,87,221
2,86,221
2,84,221
2,83,221
2,80,220
2,79,220
2,77,219
2,76,219
2,74,218
2,73,217
2,71,216
2,70,216
2,67,214
2,66,213
2,64,211
2,63,210
2,60,208
2,60,207
2,59,206
2,58,205
2,56,203
2,56,202
2,54,199
2,53,198
2,51,196
2,51,195
2,50,192
2,49,191
2,49,189
2,49,188
2,48,185
2,48,184
2,48,182
2,48,181
2,47,178
2,47,177
2,47,174
2,47,173
2,47,170
2,47,169
2,46,167
2,46,166
2,46,163
2,46,162
2,46,160
2,46,159
2,46,156
2,46,155
2,46,153
2,46,152
3,162,130
3,159,131
3,158,131
3,156,132
3,155,132
3,152,134
3,151,134
3,149,135
3,148,136
3,146,137
3,145,138
3,144,139
3,143,139
3,140,142
3,139,143
3,137,145
3,137,146
3,136,148
3,135,148
3,134,150
3,133,151
3,132,153
3,132,154
3,130,157
3,130,158
3,129,161
3,129,162
3,128,165
3,127,166
3,127,169
3,126,170
3,126,173
3,126,174
3,126,177
3,126,178
3,126,182
3,126,183
3,128,186
3,128,187
3,129,191
3,129,192
3,130,195
3,130,196
3,133,199
3,134,200
3,138,201
3,139,202
3,143,203
3,144,203
4,163,129
4,166,129
4,167,129
4,171,128
4,172,128
4,176,128
4,177,128
4,181,128
4,182,128
4,185,129
4,186,129
4,188,131
4,189,131
4,191,131
4,192,131
4,195,132
4,196,133
4,198,136
4,198,137
4,199,139
4,199,140
4,200,143
4,200,144
4,199,146
4,199,147
4,198,150
4,197,151
4,197,153
4,196,154
4,195,155
4,194,156
4,193,157
4,192,158
4,190,160
4,189,161
4,186,164
4,185,165
4,182,168
4,181,169
4,178,172
4,177,173
4,174,176
4,173,177
4,170,180
4,169,181
4,168,182
4,167,183
4,166,184
4,165,185
4,163,187
4,162,188
4,160,190
4,159,191
4,157,193
4,156,193
4,155,195
4,154,196
4,152,198
4,151,198
4,148,200
4,147,201
5,208,197
5,208,198
5,208,199
5,208,203
5,208,204
5,208,207
5,208,208
5,206,211
5,205,212
5,202,215
5,201,216
5,198,217
5,197,217
5,194,219
5,193,220
5,190,220
5,189,221
5,187,222
5,186,222
5,183,222
5,182,222
5,180,222
5,179,223
5,176,223
5,175,223
5,173,223
5,172,223
5,169,222
5,168,222
5,165,222
5,164,222
5,161,222
5,160,222
5,158,221
5,157,220
5,153,219
5,152,219
5,149,216
5,149,215
5,148,213
5,147,212
5,146,209
5,146,208
5,145,205
5,145,204
6,324,147
6,325,143
6,325,142
6,323,140
6,322,139
6,320,137
6,319,137
6,316,135
6,315,134
6,311,132
6,310,132
6,306,131
6,305,131
6,303,130
6,302,130
6,300,130
6,299,130
6,295,129
6,294,129
6,290,129
6,289,129
6,285,129
6,284,129
6,282,130
6,281,130
6,279,130
6,278,130
6,274,131
6,273,131
6,271,132
6,270,132
6,268,133
6,267,134
6,266,135
6,264,136
6,263,137
6,262,138
6,260,139
6,259,139
6,256,142
6,255,143
6,254,145
6,253,146
6,251,150
6,250,151
6,248,155
6,248,156
6,246,160
6,246,161
6,245,165
6,245,166
6,244,170
6,244,171
6,244,175
6,244,176
6,244,179
6,244,180
6,245,183
6,245,184
6,245,187
6,246,188
6,246,192
6,247,193
6,248,196
6,249,197
6,250,200
6,251,201
6,253,204
6,253,205
6,256,208
6,257,208
6,259,210
6,260,211
6,263,214
6,264,214
6,268,216
6,269,217
6,273,219
6,274,219
6,278,220
6,279,220
6,281,221
6,282,221
6,284,221
6,285,221
6,289,221
6,290,222
6,294,221
6,295,221
6,299,221
6,300,221
6,302,221
6,303,221
6,305,220
6,306,220
6,310,219
6,311,218
6,315,216
6,316,216
6,320,213
6,321,212
6,324,209
6,324,208
6,324,204
6,324,203
6,324,199
6,324,198
7,361,143
7,362,142
7,362,141
7,361,137
7,361,136
7,361,133
7,361,132
7,361,128
7,361,127
7,361,124
7,361,123
7,361,119
7,361,118
7,361,115
7,361,114
7,361,110
7,361,109
7,362,106
7,362,105
7,362,101
7,362,100
7,362,97
7,362,96
7,362,92
7,362,91
7,362,88
7,362,87
7,362,84
7,362,83
8,457,223
8,457,220
8,457,219
8,457,214
8,457,213
8,457,208
8,457,207
8,457,202
8,457,201
8,457,196
8,457,195
8,457,190
8,457,189
8,457,184
8,457,183
8,457,179
8,457,178
8,456,173
8,456,172
8,456,167
8,456,166
8,455,161
8,455,160
8,453,156
8,453,155
8,451,151
8,450,150
8,448,147
8,447,145
8,445,144
8,445,143
8,443,141
8,442,140
8,440,139
8,439,138
8,437,136
8,436,136
8,433,134
8,432,133
8,430,132
8,429,132
8,427,131
8,426,131
8,424,131
8,423,130
8,421,130
8,420,130
8,418,129
8,417,129
8,415,129
8,414,129
8,412,129
8,411,129
8,409,129
8,408,129
8,405,129
8,404,129
8,402,129
8,401,130
8,399,130
8,398,130
8,396,131
8,395,131
8,393,131
8,392,131
8,390,132
8,389,133
8,387,134
8,386,134
8,384,136
8,383,137
8,381,138
8,380,138
8,378,139
8,377,139
8,375,140
8,374,140
8,372,140
8,371,140
8,369,141
8,368,142
8,366,143
8,365,143
9,362,221
9,362,217
9,362,216
9,362,213
9,362,212
9,362,208
9,362,207
9,362,204
9,362,203
9,362,199
9,362,198
9,362,195
9,362,194
9,362,190
9,362,189
9,362,186
9,362,185
9,362,181
9,362,180
9,362,177
9,362,176
9,362,172
9,362,171
9,362,168
9,362,167
9,362,163
9,362,162
9,362,159
9,362,158
9,362,155
9,362,154
9,362,151
9,362,150
9,363,146
9,363,145
10,576,230
10,578,228
10,579,227
10,582,224
10,583,223
10,583,221
10,583,220
10,583,217
10,583,216
10,583,214
10,583,213
10,583,208
10,583,207
10,583,204
10,583,203
10,583,201
10,583,200
10,583,195
10,583,194
10,583,189
10,583,188
10,583,183
10,583,182
10,583,179
10,583,178
10,583,176
10,583,175
10,582,170
10,582,169
10,582,164
10,582,163
10,580,158
10,579,157
10,579,154
10,577,153
10,577,151
10,577,150
10,576,149
10,575,148
10,572,144
10,571,143
10,569,142
10,568,141
10,567,140
10,566,138
10,563,136
10,562,136
10,560,134
10,559,134
10,556,132
10,555,132
10,553,131
10,552,131
10,550,131
10,549,130
